"Country name","Year","Population","Population of children under the age of 1","Population of children under the age of 5","Population of children under the age of 15","Population under the age of 25","Population aged 15 to 64 years","Population at age 1","Population aged 1 to 4 years","Population aged 5 to 9 years","Population aged 10 to 14 years","Population aged 15 to 19 years","Population aged 20 to 29 years","Population aged 30 to 39 years","Population aged 40 to 49 years","Population aged 50 to 59 years","Population aged 60 to 69 years","Population aged 70 to 79 years","Population aged 80 to 89 years","Population aged 90 to 99 years","Population older than 100 years","population__all__15plus__records","population__all__18plus__records"
"Lower-middle-income countries",2018,3269580500,68503464,339677630,991774000,1584667100,2093600900,68017100,271174140,333070980,319025400,305390180,560453900,482133440,369702270,274460100,176187470,80451220,26189668,2787652,50641,2277756000,2091967900
"Lower-middle-income countries",2019,3313063400,68265260,338995940,994813630,1592335700,2126470900,67836370,270730660,334541500,321276220,308169180,564193800,490534400,378116350,280738020,182930610,83353864,27185418,2973109,55151,2318194700,2131141000
"Lower-middle-income countries",2020,3356047600,67869880,338163070,997335360,1599816700,2159673000,67642840,270293200,335405150,323767140,310710820,568694900,498432130,387077660,286951040,189035200,86704760,27923644,3121559,60500,2358651600,2170569700
"Luxembourg",2015,569415,6080,31870,94331,162214,394377,6364,25790,31344,31117,32869,76059,87848,89167,79063,53576,34150,19275,2994,83,475001,455513
"Luxembourg",2016,583355,6115,32055,95416,164793,404989,6359,25940,32035,31326,33199,78711,90297,90122,82046,55802,34878,19601,3199,84,487855,468163
"Luxembourg",2017,596290,6147,32170,96533,167101,414623,6346,26023,32527,31836,33162,81344,92501,91080,84659,57757,35857,19837,3478,82,499675,479965
"Luxembourg",2018,607920,6247,32435,97875,168926,422796,6377,26188,33074,32366,33140,83319,94709,91933,86807,59333,36834,20127,3767,76,509969,490502
"Luxembourg",2019,619981,6344,32797,99351,170861,431075,6520,26453,33678,32876,33249,85090,97302,92805,88666,61087,37861,20438,4060,72,520558,501202
"Luxembourg",2020,630401,6424,33126,100742,172519,437881,6590,26702,34128,33488,33181,86160,99523,93854,90164,62850,38917,20620,4310,80,529579,510060
"Macao",2015,615243,6736,31432,79169,166427,481008,6495,24696,24294,23443,36731,115636,102816,93384,98238,55838,20289,10883,2165,94,535980,515528
"Macao",2016,626694,7100,32828,81659,166717,485986,6808,25728,25971,22860,35764,113708,107981,93114,98721,60253,21681,11375,2336,102,544933,525250
"Macao",2017,638612,7508,34508,84732,167479,490488,7207,27000,27498,22726,34439,111709,113279,93321,98896,64368,23306,11896,2554,112,553768,535132
"Macao",2018,650996,7851,36422,88489,168700,494276,7648,28571,28932,23135,32627,109754,118335,93973,99222,68059,25102,12512,2798,125,562382,545029
"Macao",2019,663660,8017.9995,38302,92704,170249,497446,8005.9995,30284,30410,23992,30501,107757,122947,95345,99646,71304,27073,13200,3051,132,570824,554769
"Macao",2020,676287,7917,39739,96944,171621,500352,8159.0005,31822,32084,25121,28393,105653,127069,97407,99824,74363,29275,13915,3305,139,579204,564155
"Madagascar",2015,24850912,779665,3765732,10270642,15350263,13869150,761942,2986067,3461907,3043003,2748154,4222111,2957735,2124416,1348707,768841,311850,91943,6470,42,14580227,12893876
"Madagascar",2016,25501944,796938,3811140,10452755,15671156,14299532,772134,3014202,3528517,3113098,2801057,4384269,3031061,2204221,1393688,812869,320160,94997,6823,44,15049145,13335941
"Madagascar",2017,26169540,814803,3871549,10642732,15994942,14737040,789577,3056746,3581929,3189254,2850428,4547642,3110772,2283318,1441714,857762,329852,98093,7181,45,15526762,13785559
"Madagascar",2018,26846544,827969,3938780,10834334,16314997,15181095,807653,3110811,3626354,3269200,2900002,4706931,3198574,2360986,1493023,902255,341802,101047,7543,48,16012163,14239133
"Madagascar",2019,27533134,839674,4010238,11024184,16629462,15634643,821037,3170564,3663148,3350798,2954171,4860652,3294614,2436338,1548485,941078,361750,103872,7939,50,16508899,14698772
"Madagascar",2020,28225182,851530,4083552,11210943,16938732,16097992,832965,3232022,3697993,3429398,3016270,5006085,3401634,2507487,1607877,973485,387237,105844,8267,53,17014186,15161941
"Malawi",2015,16938944,586369,2862908,7790838,11135943,8595714,579044,2276539,2666654,2261276,1831930,2818272,2080543,1053733,611599,385913,249982,96520,18395,1220,9146887,8002177
"Malawi",2016,17405624,587367,2879221,7948036,11413379,8909538,580637,2291854,2710913,2357902,1903769,2892680,2161940,1113727,634478,382759,252887,96501,17697,1151,9456438,8267512
"Malawi",2017,17881172,592419,2896303,8093357,11689315,9243014,582250,2303884,2747603,2449451,1981399,2979713,2232655,1183006,658468,381695,255720,96845,17231,1083,9786732,8550122
"Malawi",2018,18367886,601641,2918729,8229030,11967212,9596190,587758,2317088,2779729,2530572,2064325,3076227,2297196,1260873,683500,384219,257068,97482,16946,1020,10137836,8847458
"Malawi",2019,18867340,612111,2948259,8355525,12248147,9970122,597293,2336148,2808185,2599081,2152608,3180896,2357938,1346961,709635,390208,257481,98330,16798,961,10510855,9161509
"Malawi",2020,19377058,622966,2986937,8473150,12529759,10363485,607987,2363971,2831471,2654742,2247132,3294855,2412402,1440952,736807,399554,255868,98821,16616,900,10903007,9492998
"Malaysia",2015,31068834,528130,2570159,7822100,13567895,21421012,522780.03,2042029,2550610,2701331,2795389,5936102,5002972,3749831,2903313,1773205,808858,237846,37860,1357,23245376,21577942
"Malaysia",2016,31526414,526159,2601634,7802351,13528836,21808900,528745,2075475,2520514,2680203,2787124,5948120,5184624,3825121,2985685,1856677,849163,248827,37358,1364,23722700,22053658
"Malaysia",2017,31975812,521969.97,2618141,7783106,13487406,22181828,526755,2096171,2506653,2658312,2782758,5943093,5360259,3907147,3065113,1942216,891800,261833,37111,1377,24191330,22528708
"Malaysia",2018,32399270,517630,2622175,7766141,13432160,22521050,522297.97,2104545,2511536,2632430,2769106,5921110,5524899,3996617,3140880,2028597,936990,276504,37037,1389,24631740,22985730
"Malaysia",2019,32804024,511599,2610488,7748191,13364696,22837978,517831.97,2098889,2540425,2597278,2745977,5892148,5676155,4097194,3213970,2114332,985150,292289,37215,1403,25054430,23428490
